code_rome_demandeur;code_niveau_entree;duree_numerique;code_type_mobilite;id_af_dokelio_idf;intitule_af;duree_texte;libelle_formacode;niveau_entree;niveau_sortie;formation_certifiante;lien_inscription_pole_emploi
B1201;0;700;2;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
B1303;1;840;2;14_AF_0000093964;Titre professionnel infographiste metteur en page;840 heures (dont 280 heures en entreprise);infographie (46003);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986213/true/false/true/true;JSESSIONID_RECH_FORMATION=ShH1c0H7OrIptjcHwfxm4ghvEw9OrMFnBqPbZAEAOozZQ7zJrNGL!1091025462"
B1401;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
B1401;2;1110;1;14_AF_0000093959;Titre professionnel conseiller en insertion professionnelle;1110 heures (dont 420 heures en entreprise);conseil insertion professionnelle (44569);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986203/true/false/true/true;JSESSIONID_RECH_FORMATION=Kgn1cyn5WOpdPwS9VpqIV0FHOSRz_Ufn39rk0li9s_iyZYOFyRdZ!1409198653"
B1401;2;1000;1;14_AF_0000093814;Conseiller en évolution professionnelle;1000 heures;conseiller travail (44094);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986049/true/false/true/true;JSESSIONID_RECH_FORMATION=O0z1caTRBwgkmCN_Ayzu2-uCdVjyZWuVH651dNvEkUKoAHpPN5H5!1409198653"
B1401;2;445;1;14_AF_0000093961;Titre professionnel conseiller en insertion professionnelle - CCP 2 - Accompagner les personnes dans leur parcours d’insertion sociale et professionnelle;445 heures (dont 140 heures en entreprise);conseil insertion professionnelle (44569);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986208/true/false/true/true;JSESSIONID_RECH_FORMATION=fvH1czZfZKE6VFPyoDLulhGnxpHyY5O5z51z5o2Em40Zv-ehzJbS!1062176548"
B1401;2;420;1;14_AF_0000093962;Titre professionnel conseiller en insertion professionnelle - CCP3 - Mettre en oeuvre une offre de services auprès des employeurs pour favoriser l’insertion professionnelle;420 heures (dont 144 heures en entreprise);conseil insertion professionnelle (44569);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986211/true/false/true/true;JSESSIONID_RECH_FORMATION=_mP1czxg_4oiNAgHsU7xBYd6B4vx3eqNNWzDOSq509M-URFHnGZs!-1153848768"
B1401;2;390;1;14_AF_0000093960;Titre professionnel conseiller en insertion professionnelle - CCP 1 - Accueillir pour analyser la demande des personnes et poser les bases d’un diagnostic partagé;390 heures (dont 112 heures en entreprise);conseil insertion professionnelle (44569);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986206/true/false/true/true;JSESSIONID_RECH_FORMATION=BCz1czBjgXf3snXGLQc3pveVz1eYq8NBFfyIc2Bx8tEy9Wg_n32N!-1153848768"
B1401;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
B1401;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
B1401;0;878;2;14_AF_0000112506;BP option responsable de productions légumières, fruitières, florales et de pépinières;878 heures (dont 280 heures en entreprise);culture légumière (21028);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985447/true/false/true/false;JSESSIONID_RECH_FORMATION=McT1dH8k-frLt_5PRuL9HXsT1WzmrIE8Dar0Y9MkbUhqLadwci5N!1409198653"
B1501;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
B1501;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
B1501;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
B1501;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
B1501;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
B1501;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
B1501;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
B1501;1;1080;1;14_AF_0000094363;Titre professionnel vendeur-conseil en magasin;1080 heures (dont 390 heures en entreprise);vente spécialisée (34502);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986022/true/false/true/true;JSESSIONID_RECH_FORMATION=zVj1c8mTtaG-qzguhzJTPzuE0qT2AzdMoO49fWwfaXdSSypl5J-w!-1153848768"
B1501;0;960;2;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
B1501;0;700;2;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
B1601;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
B1601;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
B1601;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
B1602;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
B1602;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
B1602;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
B1602;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
B1602;0;960;2;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
B1602;0;700;2;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
B1603;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
B1603;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
B1603;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
B1603;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
B1603;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
B1603;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
B1603;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
B1603;1;1080;1;14_AF_0000094363;Titre professionnel vendeur-conseil en magasin;1080 heures (dont 390 heures en entreprise);vente spécialisée (34502);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986022/true/false/true/true;JSESSIONID_RECH_FORMATION=zVj1c8mTtaG-qzguhzJTPzuE0qT2AzdMoO49fWwfaXdSSypl5J-w!-1153848768"
B1603;0;960;1;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
B1603;0;700;1;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
B1604;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
B1604;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
B1604;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
B1604;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
B1604;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
B1604;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
B1604;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
B1604;1;1080;1;14_AF_0000094363;Titre professionnel vendeur-conseil en magasin;1080 heures (dont 390 heures en entreprise);vente spécialisée (34502);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986022/true/false/true/true;JSESSIONID_RECH_FORMATION=zVj1c8mTtaG-qzguhzJTPzuE0qT2AzdMoO49fWwfaXdSSypl5J-w!-1153848768"
B1604;0;960;1;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
B1604;0;700;1;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
B1604;0;350;2;14_AF_0000093939;Conseiller-e en jardinerie;350 heures;vente produit horticole (34534);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986177/true/false/true/true;JSESSIONID_RECH_FORMATION=Bt_1cvEwBUOqAN56JfZzH49tORPHo0_sm9wrhnxH-y4JuL438MjR!-1153848768"
B1801;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
B1801;1;1080;1;14_AF_0000094363;Titre professionnel vendeur-conseil en magasin;1080 heures (dont 390 heures en entreprise);vente spécialisée (34502);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986022/true/false/true/true;JSESSIONID_RECH_FORMATION=zVj1c8mTtaG-qzguhzJTPzuE0qT2AzdMoO49fWwfaXdSSypl5J-w!-1153848768"
B1801;0;960;1;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
B1801;0;700;1;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
B1802;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
B1802;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
B1802;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
B1802;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
B1802;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
B1802;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
B1802;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
B1802;1;1080;1;14_AF_0000094363;Titre professionnel vendeur-conseil en magasin;1080 heures (dont 390 heures en entreprise);vente spécialisée (34502);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986022/true/false/true/true;JSESSIONID_RECH_FORMATION=zVj1c8mTtaG-qzguhzJTPzuE0qT2AzdMoO49fWwfaXdSSypl5J-w!-1153848768"
B1802;0;960;1;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
B1802;0;700;1;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
B1803;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
B1803;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
B1803;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
B1803;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
B1803;2;1110;2;14_AF_0000093959;Titre professionnel conseiller en insertion professionnelle;1110 heures (dont 420 heures en entreprise);conseil insertion professionnelle (44569);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986203/true/false/true/true;JSESSIONID_RECH_FORMATION=Kgn1cyn5WOpdPwS9VpqIV0FHOSRz_Ufn39rk0li9s_iyZYOFyRdZ!1409198653"
B1803;2;1000;2;14_AF_0000093814;Conseiller en évolution professionnelle;1000 heures;conseiller travail (44094);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986049/true/false/true/true;JSESSIONID_RECH_FORMATION=O0z1caTRBwgkmCN_Ayzu2-uCdVjyZWuVH651dNvEkUKoAHpPN5H5!1409198653"
B1803;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
B1803;2;445;2;14_AF_0000093961;Titre professionnel conseiller en insertion professionnelle - CCP 2 - Accompagner les personnes dans leur parcours d’insertion sociale et professionnelle;445 heures (dont 140 heures en entreprise);conseil insertion professionnelle (44569);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986208/true/false/true/true;JSESSIONID_RECH_FORMATION=fvH1czZfZKE6VFPyoDLulhGnxpHyY5O5z51z5o2Em40Zv-ehzJbS!1062176548"
