code_rome_demandeur;code_niveau_entree;duree_numerique;code_type_mobilite;id_af_dokelio_idf;intitule_af;duree_texte;libelle_formacode;niveau_entree;niveau_sortie;formation_certifiante;lien_inscription_pole_emploi
M1810;4;2000;1;14_AF_0000093846;Manager de projet web digital - product manager;2000 heures;communication entreprise (46301);Bac+3 à Bac+5;Bac +5 et plus;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986075/true/false/true/true;JSESSIONID_RECH_FORMATION=GBH1cdX3k8NFGTu_uz7IDEc1UkQ-JJ7nSkSmQHNqZxAsPuivsq3f!-1153848768"
M1810;4;1500;1;14_AF_0000093830;Data Scientist;1500 heures;Data Warehouse (31052);Bac+3 à Bac+5;Bac +5 et plus;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986069/true/false/true/true;JSESSIONID_RECH_FORMATION=O0P1ccOjr2lApRDlTeSAJDk5MmuxPMFbUzX9r7Uno3flLyZI3ZVK!-1153848768"
M1810;4;2500;2;14_AF_0000093816;Architecte logiciel;2500 heures;programmation (31088);Bac+3 à Bac+5;Bac +5 et plus;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986051/true/false/true/true;JSESSIONID_RECH_FORMATION=qM71carecaYvh9c4_gB4_YYaV5-H5ZdfFDeiGvWTy79KOQInZcKp!-1153848768"
M1810;4;1400;2;14_AF_0000094056;Titre professionnel concepteur développeur d’applications;1400 heures (dont 280 heures en entreprise);analyse programmation (31067);Bac+3 à Bac+5;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986111/true/false/true/true;JSESSIONID_RECH_FORMATION=qQr1c3IBW8Rsfq0Gz1RhUgRrIzBtL4DUkHINF2OCqevsfVg-Irh6!-1153848768"
M1810;3;2000;1;14_AF_0000093853;Data scientist - Ingénieur Intelligence Artificielle (IA);2000 heures;Data Warehouse (31052);Bac+2;Bac +5 et plus;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986081/true/false/true/true;JSESSIONID_RECH_FORMATION=2hH1cen6h2GDttpRdgAI4jAcVK0MB-I4wdttqzNHe32_AJnCGezM!1409198653"
M1810;3;1000;1;14_AF_0000093836;Data scientist - ingénieur machine learning;1000 heures;Data Warehouse (31052);Bac+2;Bac +5 et plus;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986072/true/false/true/true;JSESSIONID_RECH_FORMATION=ldL1cdBxZETMAmQR8kpGm4NlriZoGyyukkJVbETJCee9pZGvFVSc!1062176548"
M1810;3;2000;2;14_AF_0000093825;Développeur concepteur logiciel -Salesforce;2000 heures;programmation structurée (31097);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986060/true/false/true/true;JSESSIONID_RECH_FORMATION=F471cbct8a0chQ-oRQNyTavV4vs4mhRgKPRz2DQU6Yj0Toq5wE36!1062176548"
M1810;3;2000;2;14_AF_0000121963;Développeur concepteur logiciel - JavaScript React;2000 heures;programmation structurée (31097);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985373/true/false/true/true;JSESSIONID_RECH_FORMATION=g3f1dMxj99P4VBQyWajjqqsDQbb0TO-5KCKb5lHMeuudp6z27Kdt!1409198653"
M1810;3;399;2;14_AF_0000094057;Développeur JAVA EE - Certification IT - Développement de sites web avec le langage de balises HTML et des feuilles de styles CSS;399 heures;site internet (46286);Bac+2;Sans Niveau Spécifique;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986114/true/false/true/true;JSESSIONID_RECH_FORMATION=SIz1c3cwHOwqibWXtv32O3jRuY9rA2iTNqkQeYo-iEwLyuTABRib!1091025462"
M1810;2;1258;1;14_AF_0000093954;Titre professionnel développeur web et web mobile avec anglais renforcé;1258 heures (dont 350 heures en entreprise);conduite projet multimédia (46207);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986194/true/false/true/true;JSESSIONID_RECH_FORMATION=5KH1cxDzd61z0jn2k94jgsC35HiAIODOR9XaOK6oab41Yca2QPjO!1409198653"
M1810;2;313;1;14_AF_0000093958;Titre professionnel technicien supérieur systèmes et réseaux - CCP 1 - Assister les utilisateurs en centre de services avec anglais renforcé;313 heures;réseau informatique (24231);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986201/true/false/true/true;JSESSIONID_RECH_FORMATION=pdn1cyH6-RkWmODEBxZ5Zz0QvxmQ2xYbAkMCIlciWat02dwoTz72!1062176548"
M1810;2;245;1;14_AF_0000093957;Titre professionnel technicien supérieur systèmes et réseaux - CCP 1 - Assister les utilisateurs en centre de services;245 heures;réseau informatique (24231);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986199/true/false/true/true;JSESSIONID_RECH_FORMATION=Dej1cxxW5JTUk1FG165c0E6QaNOF0MNG3p8P_QaCkwzR8IY024BM!-1153848768"
M1810;2;2000;2;14_AF_0000093835;Data analyst;2000 heures;analyse données (11016);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986070/true/false/true/true;JSESSIONID_RECH_FORMATION=aqn1cco06uUe5uVsJsh7XzjOqbGHyIjf8eHYQXSg_RDX0kusp6lc!1091025462"
M1810;2;1000;2;14_AF_0000102562;Développeur intégrateur web;1000 heures;langage javascript (30867);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986402/true/false/true/true;JSESSIONID_RECH_FORMATION=2yn1dDnm7rk9kuFAi7o__T_2KCtZKe6MFSmv_TuWEaxqgh9zb81E!-1153848768"
M1810;1;1080;2;14_AF_0000111553;Titre professionnel conseiller relation client à distance;1080 heures (dont 390 heures en entreprise);service après-vente (34027);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985220/true/false/true/true;JSESSIONID_RECH_FORMATION=YLr1dFKTA7E6cDNPCLlHi6iOPrkhfRcStZlJa8xWA2XWGjCKLe6M!1409198653"
M1810;0;1441;0;14_AF_0000093849;Gestionnaire en maintenance et support informatique;1441 heures (dont 441 heures en entreprise);maintenance assistance informatique (31051);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986078/true/false/true/true;JSESSIONID_RECH_FORMATION=g871ceM2ryb1AHBEEvsuNLFc0cK6peIyj0WQAadGDzS6jjU5H93B!1062176548"
M1810;0;1120;0;14_AF_0000117458;Titre professionnel technicien supérieur systèmes et réseaux;1120 heures (dont 280 heures en entreprise);réseau informatique (24231);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986458/true/false/true/true;JSESSIONID_RECH_FORMATION=CFn1dLGWp4hqgZHZvl6JXK6iOycCxwK_pz-z_GOUWcsZQ8Z2T6vQ!1091025462"
M1810;0;1120;1;14_AF_0000094055;Titre professionnel développeur web et web mobile;1120 heures (dont 280 heures en entreprise);conduite projet multimédia (46207);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986109/true/false/true/true;JSESSIONID_RECH_FORMATION=74n1c2xlMTSBtq9DW56DsKuk73DXeKs8YpexoeD7r3KFHJmT4yJM!1409198653"
M1810;0;420;2;14_AF_0000093826;Initiation fullstack;420 heures;programmation (31088);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986062/true/false/true/true;JSESSIONID_RECH_FORMATION=YY31cb2U2zmo6hfCRkZCAz_Mia43C7ugeZHrabkXwlo4IXJgxA-d!1409198653"
M1810;0;399;2;14_AF_0000094058;Développeur PHP - Certification IT - Développement de sites web dynamiques;399 heures;site internet (46286);Aucun;Sans Niveau Spécifique;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986116/true/false/true/true;JSESSIONID_RECH_FORMATION=wtT1c3zxKNZH5sufhc1UZ_cvFAEEIAZrHQHJbeYUT3WbWC-Ez7gK!1091025462"
N1102;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
N1103;0;960;1;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
N1103;0;700;1;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
N1103;0;350;1;14_AF_0000093939;Conseiller-e en jardinerie;350 heures;vente produit horticole (34534);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986177/true/false/true/true;JSESSIONID_RECH_FORMATION=Bt_1cvEwBUOqAN56JfZzH49tORPHo0_sm9wrhnxH-y4JuL438MjR!-1153848768"
N1103;0;21;1;14_AF_0000111719;Préparation culinaire avec adaptation en lien avec le covid 19 -Hygiène alimentaire dans les établissements de restauration commerciale;21 heures;bonnes pratiques hygiène agroalimentaire (21547);Aucun;Sans Niveau Spécifique;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985445/true/false/true/true;JSESSIONID_RECH_FORMATION=OEj1dGKNu2Cm48tXL7r_jHttF8oJPd3veNSbh-FDwTnpx7DbjQgI!1409198653"
N1105;0;1295;1;14_AF_0000093863;Titre professionnel technicien études en construction bois;1295 heures (dont 175 heures en entreprise);construction bois (22396);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986084/true/false/true/true;JSESSIONID_RECH_FORMATION=qyL1cfTQYJVYcTQPdhDoMJhK9iI67TcxYiybOGOuX92JNTV43ImU!1062176548"
N1105;0;960;1;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
N1105;0;878;1;14_AF_0000112506;BP option responsable de productions légumières, fruitières, florales et de pépinières;878 heures (dont 280 heures en entreprise);culture légumière (21028);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985447/true/false/true/false;JSESSIONID_RECH_FORMATION=McT1dH8k-frLt_5PRuL9HXsT1WzmrIE8Dar0Y9MkbUhqLadwci5N!1409198653"
N1105;0;700;1;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
N1105;0;350;1;14_AF_0000093939;Conseiller-e en jardinerie;350 heures;vente produit horticole (34534);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986177/true/false/true/true;JSESSIONID_RECH_FORMATION=Bt_1cvEwBUOqAN56JfZzH49tORPHo0_sm9wrhnxH-y4JuL438MjR!-1153848768"
N1105;0;21;1;14_AF_0000111719;Préparation culinaire avec adaptation en lien avec le covid 19 -Hygiène alimentaire dans les établissements de restauration commerciale;21 heures;bonnes pratiques hygiène agroalimentaire (21547);Aucun;Sans Niveau Spécifique;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985445/true/false/true/true;JSESSIONID_RECH_FORMATION=OEj1dGKNu2Cm48tXL7r_jHttF8oJPd3veNSbh-FDwTnpx7DbjQgI!1409198653"
N1201;3;780;1;14_AF_0000131797;Bachelor Finance / Titre RNCP Chargé de gestion et management;780 heures;gestion organisations (32054);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/4115281/true/false/true/false;JSESSIONID_RECH_FORMATION=FJb1dO4os_MsNrPobUawzH3Gr5kYAh8JjHqvx6j8spCNb8FSu_Tv!1091025462"
N1201;2;1200;1;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
N1201;2;1200;1;14_AF_0000131889;Titre professionnel assistant(e) import-export;1200 heures (dont 420 heures en entreprise);secrétariat assistanat import export (35017);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121228/true/false/true/false;JSESSIONID_RECH_FORMATION=0Ob1dUADr1PAdO7QyaupScDogtbLgXwCWXqWh59jTgVM2rpGqN0s!1409198653"
N1201;2;300;1;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
N1201;2;216;1;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
N1202;2;1200;1;14_AF_0000111552;Titre professionnel assistant commercial;1200 heures (dont 420 heures en entreprise);secrétariat assistanat commercial (35028);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985218/true/false/true/true;JSESSIONID_RECH_FORMATION=-6n1dEmDgJSUbpEyZSg0cUYIYCEtz9qSezPSWusXv3uH0mQ4Q8KU!1062176548"
N1202;2;1200;1;14_AF_0000131889;Titre professionnel assistant(e) import-export;1200 heures (dont 420 heures en entreprise);secrétariat assistanat import export (35017);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121228/true/false/true/false;JSESSIONID_RECH_FORMATION=0Ob1dUADr1PAdO7QyaupScDogtbLgXwCWXqWh59jTgVM2rpGqN0s!1409198653"
N1202;2;497;1;14_AF_0000117306;Titre professionnel assistant commercial - CCP1 administrer les ventes et assurer le suivi de la supply chain;497 heures (dont 175 heures en entreprise);secrétariat assistanat commercial (35028);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986464/true/false/true/true;JSESSIONID_RECH_FORMATION=6fn1dJBpmvM8QT2p7pM5CGvliV4HWpsk9yVdyHNx4-tftV1w-yUx!-1153848768"
N1202;2;427;1;14_AF_0000117307;Titre professionnel assistant commercial - CCP2 contribuer au déploiement de la stratégie commerciale de l’entreprise;427 heures (dont 105 heures en entreprise);secrétariat assistanat commercial (35028);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986466/true/false/true/true;JSESSIONID_RECH_FORMATION=4LP1dJZ6-N1R1QTmFKXQiiPRBGgSxlxcOLZlYfuptsgZ2fjFQ42z!1091025462"
N1202;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
N1202;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
N1202;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
N1202;1;780;2;14_AF_0000131796;Pré Graduate secrétaire juridique / Titre professionnel secrétaire assistant;780 heures;secrétariat assistanat (35054);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/4115275/true/false/true/false;JSESSIONID_RECH_FORMATION=g4P1dOZqSAXlRoSJdKSjPOoJ-ZbeGgTb_Liki6syLIZ7PJxbGGxr!1409198653"
N1202;1;665;2;14_AF_0000131776;Titre professionnel secrétaire assistant;665 heures (dont 175 heures en entreprise);secrétariat assistanat (35054);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/4115028/true/false/true/false;JSESSIONID_RECH_FORMATION=u131dNOa-qKJBZHzaEZQqdzz52VzDK-2jDu0JdqdWzsq1hMesz5w!1062176548"
N1202;0;250;1;14_AF_0000094437;Ambulancier;250 heures;transport sanitaire (31815);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986239/true/false/true/true;JSESSIONID_RECH_FORMATION=KWD1dCxn_SU-KCewPioOkyIe46qCxZnyWrte1I9J2tGs0297aGuf!1062176548"
N1301;3;780;1;14_AF_0000131797;Bachelor Finance / Titre RNCP Chargé de gestion et management;780 heures;gestion organisations (32054);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/4115281/true/false/true/false;JSESSIONID_RECH_FORMATION=FJb1dO4os_MsNrPobUawzH3Gr5kYAh8JjHqvx6j8spCNb8FSu_Tv!1091025462"
N1301;3;1200;2;14_AF_0000111551;BE management PME;1200 heures (dont 420 heures en entreprise);management transversal (32145);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985217/true/false/true/true;JSESSIONID_RECH_FORMATION=ZK31dEKlDeCaAqA6DzY4nRi-AV-JjlytQbpodFNXF4KJq9bD35ZT!1091025462"
N1301;2;1200;1;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
N1301;2;1200;1;14_AF_0000131889;Titre professionnel assistant(e) import-export;1200 heures (dont 420 heures en entreprise);secrétariat assistanat import export (35017);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121228/true/false/true/false;JSESSIONID_RECH_FORMATION=0Ob1dUADr1PAdO7QyaupScDogtbLgXwCWXqWh59jTgVM2rpGqN0s!1409198653"
N1301;2;210;2;14_AF_0000093904;Les fondamentaux du contrôle de gestion;210 heures;gestion organisations (32054);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986126/true/false/true/false;JSESSIONID_RECH_FORMATION=vsP1cmVbzahsqhhxiHdD229MIvNInS1QFf-wtbXo81BdBQGxqG1X!1409198653"
N1301;1;313;2;14_AF_0000093889;Parcours Créateur d’Entreprise (CREA) avec module d'anglais;313 heures;gestion organisations (32054);CAP, BEP;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986095/true/false/true/true;JSESSIONID_RECH_FORMATION=S8n1ci2WXCRoNiujxCmGiTLC97nPTWSx22u0Srn3tqkmTJ6ykETl!1091025462"
N1301;0;245;2;14_AF_0000093888;Parcours Créateur d’Entreprise (CREA);245 heures;gestion organisations (32054);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986093/true/false/true/true;JSESSIONID_RECH_FORMATION=XD_1ciebSAZPiL_C-wRtEgfwAvve0AFQTHrsmThWE-tWKCAwsllg!1091025462"
N1302;3;780;1;14_AF_0000131797;Bachelor Finance / Titre RNCP Chargé de gestion et management;780 heures;gestion organisations (32054);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/4115281/true/false/true/false;JSESSIONID_RECH_FORMATION=FJb1dO4os_MsNrPobUawzH3Gr5kYAh8JjHqvx6j8spCNb8FSu_Tv!1091025462"
N1302;3;1200;2;14_AF_0000111551;BE management PME;1200 heures (dont 420 heures en entreprise);management transversal (32145);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985217/true/false/true/true;JSESSIONID_RECH_FORMATION=ZK31dEKlDeCaAqA6DzY4nRi-AV-JjlytQbpodFNXF4KJq9bD35ZT!1091025462"
N1302;3;1200;2;14_AF_0000094351;Bachelor Européen - Marketing Digital (BE MD) - Responsable marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986009/true/false/true/true;JSESSIONID_RECH_FORMATION=owT1c6H7svPLFjoI6JlNgyGe2LXYR1slXYBKoMs9clN5tevNLG9D!-1153848768"
N1302;3;1200;2;14_AF_0000094370;Bachelor Européen - Commerce International (BE CI) - Chargé de développement marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986024/true/false/true/true;JSESSIONID_RECH_FORMATION=5lf1c9BoAn2QytaSgwk2xf5Dz65JTvFbowUrglSueEIQTM7UvrWT!1091025462"
N1302;3;1200;2;14_AF_0000094371;Bachelor Européen - Merchandising et Management Commercial (BE MCC) - Chargé de développement marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986026/true/false/true/true;JSESSIONID_RECH_FORMATION=gl31c9ZrJ_y82uZbGd_82i68Qi34badD8WBjXGebHdlfvJu8QPIo!1062176548"
N1302;3;1200;2;14_AF_0000094373;Bachelor Européen - Marketing International (BE MI) - Chargé de développement marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986031/true/false/true/true;JSESSIONID_RECH_FORMATION=JuX1c-RuZezqp6zhYuhCZzN6kMGFd6XawnL8QOH4mdL3QW19S_il!-1153848768"
N1302;3;1200;2;14_AF_0000094374;Bachelor Européen - E-Commerce (BE ECO) - Chargé de développement marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986033/true/false/true/true;JSESSIONID_RECH_FORMATION=MV31c-rKAlKX6L30kIYokrccxZVQcuo9Ms8oOAyMZIROtF4xedUV!1091025462"
N1302;2;1200;1;14_AF_0000131889;Titre professionnel assistant(e) import-export;1200 heures (dont 420 heures en entreprise);secrétariat assistanat import export (35017);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121228/true/false/true/false;JSESSIONID_RECH_FORMATION=0Ob1dUADr1PAdO7QyaupScDogtbLgXwCWXqWh59jTgVM2rpGqN0s!1409198653"
N1302;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
N1302;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
N1302;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
N1302;2;210;2;14_AF_0000093904;Les fondamentaux du contrôle de gestion;210 heures;gestion organisations (32054);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986126/true/false/true/false;JSESSIONID_RECH_FORMATION=vsP1cmVbzahsqhhxiHdD229MIvNInS1QFf-wtbXo81BdBQGxqG1X!1409198653"
N1302;1;313;2;14_AF_0000093889;Parcours Créateur d’Entreprise (CREA) avec module d'anglais;313 heures;gestion organisations (32054);CAP, BEP;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986095/true/false/true/true;JSESSIONID_RECH_FORMATION=S8n1ci2WXCRoNiujxCmGiTLC97nPTWSx22u0Srn3tqkmTJ6ykETl!1091025462"
N1302;0;250;1;14_AF_0000094437;Ambulancier;250 heures;transport sanitaire (31815);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986239/true/false/true/true;JSESSIONID_RECH_FORMATION=KWD1dCxn_SU-KCewPioOkyIe46qCxZnyWrte1I9J2tGs0297aGuf!1062176548"
N1302;0;245;2;14_AF_0000093888;Parcours Créateur d’Entreprise (CREA);245 heures;gestion organisations (32054);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986093/true/false/true/true;JSESSIONID_RECH_FORMATION=XD_1ciebSAZPiL_C-wRtEgfwAvve0AFQTHrsmThWE-tWKCAwsllg!1091025462"
N1303;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
N1303;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
N1303;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
N1303;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
